Question,A,B,C,D,E,answer,,,
牢脉的脉象是：（    ）,轻取不应，重按始得,三部举按均有力,脉长而弦硬,脉位极沉,脉来缓慢,D,,诊断学,单选
类剥苔在临床上主：(    ),气血两虚,久病气血不续,胃阴枯竭,胃气大伤,肾阴亏虚,B,,诊断学,单选
类似证候难以鉴别时，可采用的辨证思维方法是,归纳法,类比法,反证法,试探法,演绎法,C,,诊断学,单选
冷汗淋漓见于,气虚证,阳虚证,亡阳证,亡阴证,,C,,诊断学,单选
里寒证的表现不见下述哪项,畏寒肢冷,口淡不渴,舌红苔灰,下利清谷,脉象沉紧,C,,诊断学,单选
里急后重是由(    )所致,湿热蕴结大肠，肠道气机传导不畅,湿邪内阻，肠道气滞,脾肾阳虚，肛门失约,脾虚中气下陷,肝气郁滞，横逆犯脾,A,,诊断学,单选
里热实证者可见,口唇青黑,口唇深红,口角流涎,口唇淡白,口唇干裂,B,,诊断学,单选
里实热证常见(    ),恶寒发热,寒热往来,但寒不热,但热不寒,以上都不是,D,,诊断学,单选
里虚寒证出现畏寒肢冷的病机是,寒邪束表卫气失宣,阳虚失于温煦,阴寒内盛阳气被郁,以上都不是,,B,,诊断学,单选
里证不包括下列哪项,少阴病证,阳明病证,太阴病证,太阳病证,厥阴病证,D,,诊断学,单选
连舌本散舌下的经络是,手太阴肺经,手少阴心经,足太阴脾经,足少阴肾经,足厥阴肝经,C,,诊断学,单选
两侧头痛者，多见于,太阳经头痛,少阳经头痛,阳明经头痛,厥阴经头痛,少阴经头痛,B,,诊断学,单选
两经或三经证候同时出现的是：（    ）,循经传,直中,合病,表里传,并病,A,C,诊断学,单选
两目干涩，视力减退，面部烘热，脉弦细数。宜诊断为：(    ),肝血虚证,肝阳上亢证,肝火炽盛证,肝阴虚证,肝胆湿热证,D,,诊断学,单选
"两颧潮红,见于:",虚阳上越,阳虚发热,阴虚内热,阳明实热,心火亢盛,C,,诊断学,单选
两手撮空是：(    ),中风先兆,关节疼痛,病危失神,烦燥不安,狂病,C,,诊断学,单选
裂纹舌一般不见于：(    ),脾虚湿侵,邪热炽盛,痰浊内阻,血虚不润,阴液亏虚,C,,诊断学,单选
林之翰所著的四诊专著是：（    ）,《四诊抉微》,《四诊心法要诀》,《四诊韵语》,《四诊法》,《察病指南》,A,,诊断学,单选
临床常见的、规范的病位证素与病性证素分别为,10项，20项,20项，33项,33项，60项,45项，60项,60项，90项,B,,诊断学,单选
临床见头晕、眼花、头摇、肢体颤抖等症，常认为是“动风”，此为,类比法,反证法,演绎法,预测法,经验再现法,A,,诊断学,单选
临床上常见的气逆证，多与下列何项关系密切：（      ）,肺脾肾,肺胃肾,肺心肝,心肾肺,肝肺胃,E,,诊断学,单选
临床上革脉不见的病症是,亡血,亡阳,失精,半产,漏下,B,,诊断学,单选
临房早泄，面白神疲，少气乏力，腰酸耳鸣，舌淡脉弱，诊为：(    ),肾阴虚证,肾气不固证,肾阳虚证,肾精不足证,肾不纳气证,A,,诊断学,单选
六经传变中，“并病”最确切的涵义是下列哪项：（    ）,一经病证同时兼有他经证候,由一经病证转变为另一经病证,两经或者三经证候同时出现,阳经病证与阴经病证同时并见,一经之证未罢又见他经病证,E,,诊断学,单选
六经传变中“合病”的最确切含义是下列哪项,由一经病证转变为另一经病证,两经或三经同时出现的病证,阳经病证与阴经病证并见,一经病证同时兼有他经证候,一经之证未罢又见他经病证,B,,诊断学,单选
论舌的第一部专著是：（    ）,《舌鉴》,《彩图辨舌指南》,《点点金》,《伤寒金镜录》,《望诊遵经》,D,,诊断学,单选
论述危重疾病的“十怪脉”的医家是：（    ）,李东垣,危亦林,吴鞠通,汪宏,张仲景,B,,诊断学,单选
络于舌本的经络是,手太阴肺经,手少阴心经,足太阴脾经,足少阴肾经,足厥阴肝经,E,,诊断学,单选
络于舌本的经脉是：(    ),手少阴经,手太阴经,足太阴经,足少阴经,足厥阴经,E,,诊断学,单选
脉搏搏动部位在关部明显，滑数有力而动摇不定的脉象是,数脉,滑脉,短脉,动脉,促脉,D,,诊断学,单选
脉搏出现在寸口背侧者，称之为,六阳脉,六阴脉,真脏脉,斜飞脉,反关脉,E,,诊断学,单选
脉浮而有力者是,外感风寒,外感风热,虚人外感,虚阳外越,外感实证,E,,诊断学,单选
脉来极细而软，按之欲绝，若有若无，称为,弱脉,虚脉,涩脉,微脉,濡脉,D,,诊断学,单选
脉来极细而软按之欲绝若有若无是,弱脉,细脉,濡脉,微脉,虚脉,D,,诊断学,单选
脉来急数而时一止，止无定数，指的是何脉?,疾脉,促脉,结脉,动脉,代脉,B,,诊断学,单选
脉来去俱盛，三部举按均有力是,洪脉,滑脉,紧脉,实脉,大脉,D,,诊断学,单选
脉体宽大，充实有力，来盛去衰的脉象是,洪脉,浮脉,大脉,实脉,长脉,A,,诊断学,单选
脉往来流利，应指流畅，如盘走珠是,动脉,弦脉,滑脉,数脉,散脉,C,,诊断学,单选
脉细如线，应指明显的脉象是,濡脉,弱脉,细脉,微脉,弦脉,C,,诊断学,单选
脉象的形成，与下述哪项关系最密切,脾胃运化,肺朝百脉,心与血脉,肝主疏泄,肾精盈亏,C,,诊断学,单选
脉象浮大中空，如按葱管者为,伏脉,结脉,芤脉,缓脉,浮脉,C,,诊断学,单选
脉象浮而细软称,濡脉,散脉,芤脉,弱脉,缓脉,A,,诊断学,单选
脉形较细，脉势不畅，如“轻刀刮竹”的脉象是,紧脉,涩脉,结脉,短脉,濡脉,B,,诊断学,单选
脉有根基最主要的表现是,脉律整齐，柔和有力,从容、徐和、软滑,不浮不,不大不小，不强不弱,尺脉有力，沉取不绝,E,,诊断学,单选
脉有胃气最主要的表现为,不浮不沉,柔和有力,不大不小,从容和缓流利,尺脉有力,D,,诊断学,单选
脉有胃气最主要的表现为：（    ）,不浮不沉,柔和有力,不大不小,从容和缓流利,尺脉有力,C,,诊断学,单选
脉有胃气最主要的表现为：（    ）,不浮不沉,柔和有力,不大不小,从容和缓流利,尺脉有力,D,,诊断学,单选
脉症相应为顺，指出下列何项为逆?,表证见浮脉,里证见沉脉,久病见浮脉,暴病见浮脉,有余之证见实脉,C,,诊断学,单选
满面通红，多属：(    ),实热证,虚热证,真寒假热,郁火证,以上都不是,A,,诊断学,单选
满面通红，目赤，多属,阴虚,湿热,阳浮,亡阴,实热,E,,诊断学,单选
满面通红多属,实热证,阴虚证,肝胆湿热,戴阳证,真寒假热证,A,,诊断学,单选
芒刺是指：（   ）,鼓起于舌面的红色，白色或黑色星点,舌面上的软刺及颗粒增大如刺，摸之刺手,舌面上出现大小、形状不一的青紫或黑色斑点，不突出于舌面,舌面上有多少不等、深浅不一、形态明显的裂沟,舌苔焦黑起刺,B,,诊断学,单选
梅核气及瘿瘤常见于：(    ),肝脾不调证,胆郁痰扰证,肝气犯胃证,肝气郁结证,气逆证,A,,诊断学,单选
门诊病历的完成时间是,入院12小时内,入院24小时内,患者就诊当时,入院8小时内,出院前24小时,C,,诊断学,单选
门诊病历医嘱不包括,服药禁忌,起居调摄,饮食宜忌,调护方法,疾病证明,E,,诊断学,单选
梦遗头晕，耳鸣，心烦而悸，舌红少苔，脉细数，应诊断为,心肾不交证,肾气不固证,心脾两虚证,肾阴亏虚证,肾精不足证,A,,诊断学,单选
面赤不见于下列哪项,实热证,阴虚证,戴阳证,肝火证,肾虚水停,E,,诊断学,单选
面黄虚浮多属,脾胃气虚,脾虚湿蕴,肝郁脾虚,阳黄,阴黄,B,,诊断学,单选
面黄虚浮者，称为：(    ),黄胖,萎黄,阳黄,阴黄,以上都不是,A,,诊断学,单选
面色淡白虚浮，多属,阴虚,亡阳,气虚,阳虚水泛,血虚,D,,诊断学,单选
面色黄白如鸡皮者，多属：(    ),失血,阳虚,气虚,阴虚,寒证,A,,诊断学,单选
面色黄而枯槁无光，两目不黄，唇舌色淡，属于,阳黄,阴黄,萎黄,肾虚,湿热,C,,诊断学,单选
面色黧黑而肌肤甲错，属：(    ),瘀血,肾虚,水饮,寒证,以上都不是,A,,诊断学,单选
面色有胃气，主要是指：(    ),一生不变,含蓄不露,光明润泽,微黄,满面通红,B,,诊断学,单选
描述不正确的是,中医病名比较精炼,应当挖掘古代病名,同一病可有多个病名诊断,许多中医病名是科学的,数病同存的多个诊断是允许的,C,,诊断学,单选
明代医家的作用是,正式提出“八纲”名称,初步确定八纲间的辨证关系,使得八纲辨证普及推广,已将八纲辨证作为辨证纲领,初步运用八纲进行辨证,D,,诊断学,单选
命门火衰的典型证候是,大便干结,大便先干后溏,大便时干时稀,大便夹脓血,大便下利清谷,E,,诊断学,单选
某癌症晚期的病危病人，“病程记录”应,随时记录，及时完成,每日记录2次,隔日记录1次,至少3天记录1次,3天内每日记录1次,A,,诊断学,单选
某妇女胸胁胀闷，走窜疼痛，性情急躁易怒，痛经，经色紫暗，夹有血块，舌质紫暗，脉弦涩。证属：（      ）,气滞,血瘀,气滞血瘀,肝气上逆,肝气郁结,C,,诊断学,单选
某鼓胀病患者已住院3天，“病程记录”应,随时记录，及时完成,每日记录2次,隔日记录1次,至少3天记录1次,3天内每日记录1次,D,,诊断学,单选
某患者持续低热，五心烦热，神疲欲寐，形体消瘦，耳聋，脉细，证属,卫分证,气分证,营分证,血分虚热证,血分实热证,D,,诊断学,单选
某患者咳嗽气喘，痰稀色白，形寒肢冷，舌淡苔白，脉迟缓，证属,风寒犯肺,寒邪客肺,饮停于肺,痰湿阻肺,风邪犯肺,B,,诊断学,单选
某患者咳嗽少痰，口干咽燥，声音嘶哑，形体消瘦，午后潮热，腰膝酸软，舌红少苔，脉细数，证属,肺肾阴虚证,肺阴虚证,肾阴虚证,肺肾气虚证,燥邪犯肺证,A,,诊断学,单选
某患者面红目赤，呼吸气粗，便秘腹满，神昏谵语，舌苔焦黄，证属,阳明经证,阳明腑实,太阴湿热,热迫大肠,少阴热化,B,,诊断学,单选
某患者尿频而清，余沥不尽，证属,肾阳虚证,肾气不固证,中气下陷,脾肾阳虚证,脾阳虚证,B,,诊断学,单选
某患者素体痰盛而又感受外邪之脉象是,浮滑,滑数,弦滑,浮数,弦紧,A,,诊断学,单选
某患者突然昏倒，口吐涎沫，四肢抽搐，醒后如常，见于,狂病,痫病,癫病,脏躁,痴呆,B,,诊断学,单选
某患者胸背彻痛剧烈，发病急骤，面色青灰，多因,肺热炽盛,痰热壅肺,饮停胸胁,痰瘀阻滞肺络,心脉急骤闭塞,E,,诊断学,单选
某男孩8岁近日脘腹胀满嗳气厌食嗳出酸腐气味大便不调苔厚腻脉滑。此属,胃气虚证,湿热蕴脾证,食滞胃脘证,胃火炽盛证,,C,,诊断学,单选
某女病人阴部灼热搔痒带下黄臭舌苔黄腻脉滑而数证属,肝胆湿热证,膀胱湿热证,下焦湿热证,肝经湿热证,脾胃湿热证,D,,诊断学,单选
某女患者月经量突然剧增，伴面色苍白，气少息微，大汗淋漓，手足厥冷，舌淡，脉细弱，证属,气不摄血证,气随血脱证,气血两虚证,血虚证,气虚证,B,,诊断学,单选
某些非特异性资料有机地组合在一起，可以成为,必要性资料,偶见性资料,否定性资料,一般性资料,特征性资料,E,,诊断学,单选
某心脉痹阻患者心胸闷痛，体胖痰多，身重困倦，其病因多为,瘀阻,痰凝,寒滞,气郁,阴虚,B,,诊断学,单选
木火刑金是指何证: (    ),肝火犯肺证,肝脾不调证,肝郁气滞证,肝胃不和证,肝火上炎证,A,,诊断学,单选
目胞浮肿，多属,脾虚水肿,津液耗伤,肝胆火炽,肾精耗竭,脾胃虚衰,A,,诊断学,单选
目部的脏腑相关部位哪项错误（   ）,目眦为“血轮”,白珠为“气轮”,瞳人属“水轮”,目胞属“肉轮”,黑睛为“水轮”,E,,诊断学,单选
目眩的表现为(    ),视物不清,视物旋转,视物昏花,视力丧失,目睛上视,B,,诊断学,单选
目眩欲仆，头摇肢麻，言謇，舌红，脉弦细数，应诊为：(    ),阴虚动风证,血虚生风证,肝阳化风证,热极生风证,肝阳上亢证,E,,诊断学,单选
哪项为病名,膀胱湿热,面色苍白,胃肠病变,外感内伤,混合痔,E,,诊断学,单选
哪项为证名,膀胱湿热,面色苍白,胃肠病变,外感内伤,混合痔,A,,诊断学,单选
哪项为症名,膀胱湿热,面色苍白,胃肠病变,外感内伤,混合痔,B,,诊断学,单选
男子滑精多见于,肾虚水泛证,肾阴虚证,肾精不足证,肾气不固证,肾阳虚证,D,,诊断学,单选
腻苔的特征是：(    ),苔质疏松粗大而厚,舌苔水滑,苔质细腻致密,苔质颗粒不清,以上都不是,C,,诊断学,单选
年高体弱，小便淋沥不尽，夜尿多，神疲，气短，动则汗,气虚证,气陷证,气不固证,气脱证,血脱证,A,,诊断学,单选
尿后余沥是由下述何项所致：（    ）,肾阳不足,肾阴亏损,瘀血内阻,肾气不足,膀胱湿热,D,,诊断学,单选
女子闭经多见于,肾虚水泛证,肾阴虚证,肾精不足证,肾气不固证,肾阳虚证,C,,诊断学,单选
女子宫寒不孕常见于何证：(    ),肾精不足证,肾气不固证,肾阳虚证,肾不纳气证,肾阴虚证,C,,诊断学,单选
呕声壮厉，吐势较猛，呕吐物呈黏稠黄水，多为,实热之证,虚寒之证,热扰神明,食滞胃脘,阴虚胃热,A,,诊断学,单选
呕吐呈喷射状   属于,热扰神明,肝气犯胃,胃痛,反胃,,A,,诊断学,单选
呕吐呈喷射状．属于：（    ）,热扰神明,肝气犯胃,胃痛,反胃,,A,,诊断学,单选
呕吐呈喷射状者，多为,实热之证,虚寒之证,热扰神明,食滞胃脘,阴虚胃热,C,,诊断学,单选
呕吐物秽浊酸臭，多属：(    ),寒呕,热呕,食积,痰饮,湿热,B,,诊断学,单选
呕吐物秽浊有酸臭味者，多属,感寒,胃热,伤食,痰饮,肝胆郁热,B,,诊断学,单选
呕吐物酸腐夹杂不消物食物，多属：(    ),肝胃郁热,热呕,食积,寒呕,痰饮,C,,诊断学,单选
判断病邪的性质，主要依据,舌体的颜色,舌苔的厚薄,舌体的动态,舌苔的颜色,舌下络脉,D,,诊断学,单选
判断病种辨别证候的主要依据是,病,证,症,病史,体征,C,,诊断学,单选
判断难以精确表达的模糊信息的中医诊断思维方法， 属,类比法,模糊判断法,演绎法,反证法,其他思维方法,B,,诊断学,单选
判断血的亏虚与否，可以依据,舌体的颜色,舌苔的厚薄,舌体的动态,舌苔的颜色,舌下络脉,A,,诊断学,单选
皮肤生白色小疱疹，晶莹如粟，颗粒清楚，诊断为,天花,水痘,白,湿疹,热气疮,C,,诊断学,单选
脾病的常见临床表现不包括下列哪项：(    ),呃逆,出血,腹胀,便溏,内脏下垂,A,,诊断学,单选
脾病虚证的基础证型是：(    ),脾不统血证,脾虚气陷证,脾胃气虚证,脾气虚证,脾阳虚证,A,,诊断学,单选
脾病最常见的临床症状是,胃脘胀痛,嗳气呃逆,腹胀便溏,恶心呕吐,吞酸吐酸,C,,诊断学,单选
脾不统血证中难以见到的症状是,皮肤紫色斑块,面白或萎黄,头晕、目眩,口臭龈肿齿衄,疲乏、气短,D,,诊断学,单选
脾胃气虚病人多见：(    ),面色萎黄,面黄虚浮,面目一身俱黄,面色青黄,以上都不是,A,,诊断学,单选
脾胃气虚可见（    ）,厌食，兼见嗳气酸腐,食少兼见腹胀便溏,厌油食，渐渐黄疸胁痛,食少，渐渐头身困重,嗜食异物,B,,诊断学,单选
脾胃湿热则：（    ）,口淡乏味,口甜粘腻,口中酸馊,口中泛酸,口苦,B,,诊断学,单选
脾胃湿热证可见,舌淡胖苔白润滑,舌质红苔黄厚腻,舌边青或有瘀点,舌红少苔有裂纹,舌淡红苔白腻,B,,诊断学,单选
脾胃虚寒导致的腹痛是,少腹冷痛，牵引阴部,小腹刺痛，经血紫暗,小腹胀痛，尿频灼痛,大腹隐痛，喜温喜按,胁胀腹痛，泻后痛减,D,,诊断学,单选
脾胃虚弱，气血不足多见,眉间、鼻根、唇周青紫,面色苍黄,面色白虚浮,面色青灰，肢冷脉微,面色萎黄,E,,诊断学,单选
脾胃虚弱而致脘腹疼痛的特点是：（    ）,隐隐作痛,痛如刀绞,冷痛喜温,胀满疼痛,走窜不定,A,,诊断学,单选
脾虚水湿内盛可见,苍老舌,痿软舌,胖大舌,吐弄舌,齿痕舌,C,,诊断学,单选
脾阳虚证的临床表现中不易见到的症状是,腹痛绵绵，喜温喜按,面白少华，口淡不渴,便溏不爽，色黄如糜,白带清稀，量多气腥,畏寒怕冷，四肢不温,C,,诊断学,单选
痞是：（    ）,心下按之硬而痛,心下满，按之柔软无压痛,腹内有块，按之坚硬，推之不移，痛有定处,肿块时聚时散，或按之无形，痛无定处,腹有结聚，按之硬，可移动聚散的。,B,,诊断学,单选
