problem,solution,answer,problem_type
"清胃黄连丸的功能是

A.清肝胆，利湿热
B.清肝利肺，降逆除烦
C.清热泻火，散风止痛
D.清胃泻火，解毒消肿
E.清热解毒，消肿散结",$D$,D,single_choice
"治疗中风中经络风阳上扰证，首选的方剂是

A.解语丹
B.地黄饮子
C.羚角钩藤汤
D.天麻钩藤饮
	18
专业网校课程、题库软件、考试用书、资讯信息全方位一体化职业考试学习平台
E.镇肝息风汤",$D$,D,single_choice
"合理用药的原则有

A.安全
B.经济
C.简便
D.快速
E.有效",$A$,A,single_choice
"既能泻水逐饮，又能祛痰的药物有

A.番泻叶
B.芒硝
C.芫花
D.牵牛子
E.巴豆",$C$,C,single_choice
"阴和阳的相对属性引入于医学领域，下列属阴的功能是

A.推动
B.温煦
C.兴奋
D.滋润
E.上升",$D$,D,single_choice
"薤白的作用是

A.温阳
B.壮阳
C.回阳
D.通阳
E.升阳
	3
",$D$,D,single_choice
"不宜与丁香同用的药物是

A.细辛
B.甘遂
C.芒硝
D.瓜蒌
E.郁金",$E$,E,single_choice
"加味四物汤用于治疗

A.肝阳头痛
B.风寒头痛
C.风热头痛
D.血虚头痛
E.瘀血头痛",$D$,D,single_choice
"苞片外表面紫红色或淡红色，内表面密被白色絮状茸毛，撕开后可见白色茸毛的药材是 。

A.丁香
B.红花
C.槐花
D.款冬花
E.金银花",$D$,D,single_choice
"以下药材来源于藻类植物的是 。

A.茯苓
B.灵芝
C.昆布
D.松萝
E.冬虫夏草",$C$,C,single_choice
"急支糖浆除清热化痰外，还可

A.宣肺止咳
B.敛肺止咳
C.清肺平喘
	67

D.降气平喘
E.温肾纳气",$A$,A,single_choice
"治疗应首选的方剂是

A.芎芷石膏汤
B.半夏白术天麻汤
C.天麻钩藤饮
D.通窍活血汤
E.川芎茶调散",$D$,D,single_choice
"皂苷具有发泡性，具体的步骤是：取1g中药粉末加水10ml，煮沸10分钟后过滤，取滤液强力振荡，产生持久性的泡沫，其泡沫持续的时间为 。

A.10分钟以上
B.20分钟以上
C.15分钟以上
D.5分钟以上
E.25分钟以上",$C$,C,single_choice
"五味子一般需要 。

A.刷去毛
B.去枝梗
C.去皮壳
D.去毛
E.去心",$B$,B,single_choice
"胆汁酸结构中决定其化学性质的特征官能团是 。

A.酮基
B.脂基
C.醛基
D.羧基
E.炔基",$D$,D,single_choice
"温里药主要适用于

A.里热证
B.阳虚证
C.里寒证
D.外感表证
E.里实积滞证",$C$,C,single_choice
"属于分离不同药用部位的是 。

A.扁豆分离种皮和种仁
B.厚朴分离栓皮
C.枳壳分离瓤
D.巴戟天分离木心
E.党参分离芦头",$A$,A,single_choice
"以下关于罂粟壳的叙述，错误的是

A.罂粟壳也称米壳，有生罂粟壳和蜜罂粟壳两个炮制品
B.罂粟壳有成瘾性，不宜常服
C.罂粟壳必须凭有麻醉药处方权的执业医师签名的淡红色麻醉药处方方可调配
D.罂粟壳不得单方发药，应与群药一起调配
E.罂粟壳每张处方不得超过7日用量，连续使用不得超过15天",$E$,E,single_choice
"患者小便热涩刺痛，尿色深红，夹有血块，心烦，舌苔黄，脉滑数。其治法是

A.清热泻火，利湿通淋
B.滋阴清热，补虚止血
C.化瘀通淋，凉血止血
D.清热通淋，凉血止血
E.清热利湿，通淋排石",$D$,D,single_choice
"治疗应首选的方剂是

A.越婢加术汤
B.平喘固本汤合补肺汤
C.济生肾气丸合真武汤
D.实脾饮
E.真武汤合五苓散",$C$,C,single_choice
"桑白皮汤治疗喘证时，适用于

A.痰热壅肺证
B.肺肾阴虚证
C.风寒闭肺证
D.痰浊阻肺证
E.肾不纳气证",$A$,A,single_choice
"关于扣锅煅的说法错误的是 。

A.高温缺氧
B.离火后直接取出药材
C.可以用滴水即沸来检验煅制程度
D.用武火进行煅制
E.用盐泥封固",$B$,B,single_choice
"正常成人血清尿素氮的范围应是

A.06～1.1mmol／L
B.10～6.5mmol／L
C.39～7.2mmol／L
D.28～5.4mmol／L
E.32～7.1mmol／L",$A$,A,single_choice
"四物合剂与补中益气丸中共同的药物是

A.熟地
B.黄芪
C.白术
D.当归
E.白芍",$D$,D,single_choice
"以下皂苷的真正苷元。B型人参皂苷 。

A.石胆酸
B.强心苷元
C.5-羟色胺
D.L-3-甲基十五环酮
E.绿原酸",$C$,C,single_choice
"患儿，6岁。近3个月来食欲不振，食而乏味，多食则胸脘痞闷，嗳气泛恶，精神如常，大便不调，舌淡红，苔薄腻。其病机为

A.脾胃气虚
B.脾为湿困
C.乳食积滞
D.脾失健运
E.脾胃阴虚",$D$,D,single_choice
"南五味子的原植物是 。

A.北五味子
B.南叶五味子
C.华北五味子
D.五味子
E.华中五味子",$E$,E,single_choice
"治疗心悸瘀阻心脉证，应首选的方剂是

A.桂枝甘草龙骨牡蛎汤合参附汤
B.黄连温胆汤合炙甘草汤
C.通窍活血汤合甘麦大枣汤
	9

D.半夏泻心汤合当归活血饮
E.桃仁红花煎合桂枝甘草龙骨牡蛎汤",$E$,E,single_choice
"口服苦杏仁苷后，可被肠道菌群中的哪种物质催化水解 。

A.α-葡萄糖苷水解酶
B.杏仁苷酶
C.高峰糖化酶
D.β-糖苷酶
E.橙皮苷酶",$D$,D,single_choice
"风寒袭肺型咳嗽，治疗可选用的中成药是

A.通宣理肺丸
B.急支糖浆
C.二母宁嗽丸
D.复方鲜竹沥液
E.百合固金丸",$A$,A,single_choice
"钩藤在天麻钩藤颗粒中的功能有

A.清肝热
B.平肝阳
C.息肝风
D.通络止痛
E.潜阳安神",$A$,A,single_choice
"诊断乙型病毒性肝炎的直接依据是

A.H
B.抗-H
C.H
D.H
E.抗-H",$B$,B,single_choice
"主治中老年人、病后产后等虚性便秘及习惯性便秘的是

A.苁蓉通便口服液
B.舟车丸
C.尿毒清颗粒
D.通便宁片
E.麻仁胶囊",$A$,A,single_choice
"正虚邪结之积证的代表方首选

A.八珍汤合化积丸
B.逍遥散合木香顺气散
C.六君子汤合化积丸
	70
专业网校课程、题库软件、考试用书、资讯信息全方位一体化职业考试学习平台
D.柴胡疏肝散合失笑散
E.膈下逐瘀汤合六君子汤",$A$,A,single_choice
"能疏肝，治疗肝气郁结，肝胃不和的是

A.神曲
B.稻芽
C.莱菔子
D.鸡内金
E.麦芽",$E$,E,single_choice
"胶剂制备时加入起沉淀杂质的作用 。

A.黄酒
B.麻油
C.冰糖
D.明矾
E.水",$D$,D,single_choice
"药品治疗疾病有不同的特点，根据病情和药效，服药时间有饭前、饭后和早晚的区别。驱虫药宜

A.饭前服
B.饭后服
C.睡前服
	22

D.空腹服
E.发作前2小时服",$D$,D,single_choice
"决定此剂型类型的主要因素是 。

A.乳化剂的性质
B.乳化膜的牢固性
C.油水相的容积比
D.乳化温度
E.制备方法",$A$,A,single_choice
"某患者，女，45岁，症见心神烦乱、失眠多梦、心悸不宁、舌尖红、脉细数，为心火亢盛、阴血不足证，宜选用的药物是

A.柏子养心丸
B.天王补心丸
C.朱砂安神丸
D.养血安神丸
E.枣仁安神液",$C$,C,single_choice
"治疗痰气阻肺，咳嗽痰多、胸闷气急的是

A.橘贝半夏颗粒
B.二陈丸
C.半夏天麻丸
D.复方鲜竹沥液
E.消瘿丸",$A$,A,single_choice
"丸剂的药物衣，解毒、杀虫类药物常用 。

A.朱砂衣
B.雄黄衣
C.黄柏衣
D.青黛衣
E.百草霜衣",$B$,B,single_choice
"蒲黄常采用的炮制方法是 。

A.炒黄
B.炒炭
C.炒焦
D.麸炒法
E.砂烫法",$B$,B,single_choice
"血热型月经过多的治法应是

A.清热泻火止血
B.疏肝清热止血
C.清热化瘀止血
D.清热凉血，固冲止血
E.养阴清热，凉血止血",$D$,D,single_choice
"性温，既补肾，又祛风湿的药是

A.续断
B.狗脊
C.骨碎补
D.桑寄生
E.雷公藤",$B$,B,single_choice
"适用于治疗风寒感冒的方剂有

A.参苏饮
B.血府逐瘀汤
	21

C.右归饮
D.荆防败毒散
E.柴胡疏肝散",$D$,D,single_choice
"能收、能涩的药味是 。

A.苦味
B.甘味
C.咸味
D.辛味
E.酸味",$E$,E,single_choice
"腹部积块明显，质地较硬，固定不移，痛如锥刺，形体消瘦，纳谷减少，面色晦暗黧黑，面颈胸臂或有血痣赤缕，舌质紫，有瘀斑瘀点，脉细涩。证属
	71
专业网校课程、题库软件、考试用书、资讯信息全方位一体化职业考试学习平台

A.正虚邪结之积证
B.气滞血阻之积证
C.瘀血内结之积证
D.食滞痰阻之聚证
E.肝气郁结之聚证",$C$,C,single_choice
"肝郁血热型月经先期的治法是

A.清热泻火调经
B.疏肝清热，凉血调经
C.养阴清热调经
D.清热凉血调经
E.活血化瘀调经",$B$,B,single_choice
"瘾疹风寒束表证，治宜选用的治法是

A.疏风散寒止痒
B.疏风清热止痒
C.疏风解表，通腑泄热
D.养血祛风，润燥止痒
E.清热利湿止血",$A$,A,single_choice
"某患者，男，33岁，上呼吸道感染，症见发热面赤、烦躁口渴、咽喉肿痛，其为热毒壅盛所致，宜选用的药物是

A.清胃黄连丸
B.芩连片
C.西黄丸
D.清热解毒口服液
E.导赤丸",$D$,D,single_choice
"某女，22岁。月经经常延后，且经期量少，色淡，质稀薄，头晕眼花，面色苍白，舌质淡红，脉细弱。方选

A.温经汤
B.艾附暖宫丸
C.大补元煎
D.乌药汤
E.补中益气汤",$C$,C,single_choice
"含蜕皮激素类成分的中药是 。

A.斑蝥素
B.蚁酸
C.麝香酮
D.降麝香酮
E.胆甾醇",$A$,A,single_choice
"心阳虚证的临床表现是

A.心悸气短，神疲乏力
B.心胸憋闷，形寒肢冷
C.心悸气短，唇舌色淡
D.心悸气短，五心烦热
E.心中烦热，口舌糜烂疼痛",$A$,A,single_choice
"可以治疗神经衰弱的是

A.天王补心丸
B.柏子养心丸
C.养血安神丸
D.枣仁安神液
E.朱砂安神丸",$D$,D,single_choice
"哪类药物宜用漂法处理 。

A.质地坚硬，水分难渗入的药材
B.质地松软，水分易渗入的药材
C.毒性药材，用盐腌制过的药物及具腥臭异常气味的药材
D.质地坚硬，短时间水分不易渗入的药材
E.质地疏松的叶类药材",$C$,C,single_choice
"下列既可做填充剂，又可做崩解剂、吸收剂的是 。

A.微晶纤维素
B.羧甲基纤维素钠
C.淀粉
D.糊精
E.微粉硅胶",$C$,C,single_choice
"痔，根据其发病部位不同，临床可分为内痔、外痔和混合痔。内痔的临床特点有

A.便血
B.痔核脱出
C.自觉坠胀
D.疼痛，有异物感
E.肛门不适感",$A$,A,single_choice
"眼用制剂的抑菌剂不包括 。

A.羟苯乙酯
B.三氯叔丁醇
C.硝酸苯汞
D.甲基纤维素
E.苯乙醇",$D$,D,single_choice
"西黄丸的功能是

A.清肝胆，利湿热
B.清肝利肺，降逆除烦
	61

C.清热泻火，散风止痛
D.清胃泻火，解毒消肿
E.清热解毒，消肿散结",$E$,E,single_choice
"若泄泻过久而损伤胃气，可给予养胃气的食物有

A.米醋
B.淡盐水
C.饭汤
D.米粥
E.牛奶",$B$,B,single_choice
"《中国药典》中，前胡的质量控制成分的结构类型是 。

A.香豆素类
B.黄酮类
C.蒽醌
D.木脂素类
E.二萜类",$A$,A,single_choice
"虚喘的治疗尤当重视

A.治肺
B.治脾
C.治心
D.治肝
E.治肾",$E$,E,single_choice
"此化合物是 。

A.强心苷
B.香豆素
C.黄酮
D.蒽醌
E.生物碱",$A$,A,single_choice
"肾虚精亏所致的阳痿不育等症宜选用的药物是

A.玉泉丸
B.左归丸
C.五子衍宗丸
D.济生肾气丸
E.青蛾丸",$C$,C,single_choice
"某男，70岁。喘而胸满闷塞，甚则胸盈仰息，咳嗽，痰黏腻色白，咳吐不利，甚则呕恶，食少，口黏不渴。舌苔白腻，脉滑。治疗时应首选

A.二陈汤合三子养亲汤
B.生脉散合补肺汤
C.七味都气丸合生脉散
D.参蛤散合肾气丸
E.苏子降气汤合二陈汤",$A$,A,single_choice
"该患者治疗宜选用

A.理中丸
B.小建中合剂
C.四逆汤
D.良附丸
E.附子理中丸",$C$,C,single_choice
"以下关于舟车丸正确的是

A.能行气逐水
B.治水停气滞所致水肿
	33

C.不可过量、久服
D.方中含有罂粟壳
E.孕妇禁用",$A$,A,single_choice
"槐花中的有效成分是 。

A.橙皮苷
B.大豆素
C.芦丁
D.黄芩苷
E.金丝桃苷",$C$,C,single_choice
"与西药抗癫痫药联用，可减少抗癫痫药的用量及肝损害、嗜睡等副作用的中药汤剂是

A.木防己汤
B.越婢加术汤
C.柴胡桂枝汤
D.人参汤
E.六君子汤",$C$,C,single_choice
"丹参中所含的成分中属于对菲醌的是 。

A.丹参新醌乙
B.丹参醌ⅡA
C.丹参醌ⅡB
D.隐丹参酮
E.丹参醌Ⅰ",$A$,A,single_choice
"处方写血见愁，应付

A.巴戟天
B.牡丹皮
C.牛蒡子
D.牵牛子
E.茜草",$E$,E,single_choice
"青蒿的原植物是 。

A.青蒿
B.黄花蒿
C.艾蒿
D.滨蒿
E.茵陈蒿",$B$,B,single_choice
"有关活血祛瘀药描述正确的有

A.味多苦、涩
B.多归心、肝经
C.常与行气药同用以增强活血化瘀作用
D.孕妇慎用或禁用
E.妇女月经量多、血虚经闭无瘀及出血无瘀者忌用",$B$,B,single_choice
"龟甲、鳖甲均能

A.补气生津
	32

B.补肾助阳
C.养阴清肺
D.滋阴潜阳
E.燥湿健脾",$D$,D,single_choice
"下列乳剂不稳定现象的原因，酸败发生的原因是 。

A.饮用水
B.蒸馏水
C.离子交换水
D.纯化水
E.注射用水",$D$,D,single_choice
"症见痹证日久不愈，肢体、关节屈伸不利，关节肿大僵硬、变形，可选用

A.乌头汤
B.桃红饮合独活寄生汤
C.防风汤
D.归脾汤
E.薏苡仁汤",$B$,B,single_choice
"白茅根的功效是

A.化瘀止血，清热利尿
B.收敛止血，祛痰止咳
C.凉血止血，利尿通淋
D.凉血止血，活血化瘀
E.收敛止血，清热生津",$C$,C,single_choice
"下列各项，除哪项外均为各种淋证的共同表现

A.小便频数
B.小便短涩
C.淋沥涩痛
D.尿血而痛
E.小腹拘急",$D$,D,single_choice
"取药材少许，浸入水中，散出橙黄色呈直线下降，逐渐扩散，水被染成黄色的药材是 。

A.红花
B.西红花
C.菊花
D.款冬花
E.槐花",$B$,B,single_choice
"耳鸣耳聋肝火上扰证可见

A.耳聋突然发生，如吹风音，昼夜不停，伴有发热恶寒，鼻塞流涕
B.耳聋突然发生，如闻潮声，时轻时重，多随情绪而波动
C.耳聋久发，耳鸣如蝉，昼夜不息，安静时尤甚，伴有腰膝酸软
D.耳聋日久，耳鸣声低，每遇疲劳加重，伴有倦怠乏力
E.耳鸣耳聋，耳内流脓，头晕头痛",$B$,B,single_choice
"洋地黄毒糖的结构属于 。

A.6-去氧糖
B.2，6-二去氧糖
C.6-去氧糖甲醚
D.α-氨基糖
E.α-羟基糖",$B$,B,single_choice
"主产河南的是 。

A.牛膝
B.泽泻
C.白术
D.雪莲花
E.黄连",$A$,A,single_choice
"藏药理论的六味指的是甘、酸、咸、苦、辛、涩。药物或食物进入胃后，被能碎培根、能消赤巴、伴火隆等三胃火依次消化。药物和食物的苦味、辛味、涩味消化后成为

A.涩味
B.辛味
C.苦味
D.甘味
E.酸味",$C$,C,single_choice
"上图中气微，味辛辣，麻舌而刺喉的药材是 。A

A.除去泥沙及须根，晒干
B.蒸制后干燥
C.去粗皮切段晒干
D.去外皮，水煮至透心，立即捞出冷水浸泡，取出晒干
E.煮至恰无白心时，取出，晒干",$A$,A,single_choice
"硼酸作为眼用制剂中的 。

A.渗透压调节剂
B.增溶剂
C.抑菌剂
D.助悬剂
E.黏度调节剂",$A$,A,single_choice
"适用“阳病治阴”治则的是

A.热病见热象
B.寒病见热象
C.阴虚见热象
D.热病见寒象
E.寒病见寒象",$B$,B,single_choice
"汗证，自汗或盗汗，神疲气短，面色不华，舌质淡，脉细。辨证应属

A.肺卫不固证
B.心血不足证
C.阴虚火旺证
D.邪热郁蒸证
E.脾胃虚弱证",$B$,B,single_choice
"关于肉苁蓉的说法不正确的是
	19

A.能致滑肠
B.阴虚火旺者忌服
C.大便稀薄者忌服
D.实热便秘者忌服
E.湿热痹痛者忌服",$E$,E,single_choice
"合理用药时考虑使用者易于掌握，应用方便符合的用药原则是

A.安全
B.有效
C.简便
D.经济
E.高效",$C$,C,single_choice
"肾不固摄所致的白带过多，症见带下量多，绵绵不断，腰痛如折，畏寒肢冷等症，可选用的中成药是A妇炎净胶囊
B.妇炎康片
C.金樱子膏
D.盆炎净颗粒
E.除湿白带丸
参考答案：C
【解析】金樱子膏适用于治疗肾不固摄所致白带过多。症见白带量多质稀清淡，伴有腰膝酸软，小腹冷感，形寒肢冷，舌淡，脉沉细。掌握“带下过多”知识点。
多项选择题
44.痛经肝肾亏虚证常用的中成药有

A.安坤赞育丸
B.当归芍药颗粒
C.妇女养血丸
D.参茸白凤丸
E.复方乌鸡口服液",$A$,A,single_choice
"情绪不宁，多思善疑，头晕神疲，失眠健忘，多见于

A.郁证肝气郁结证
B.郁证痰气郁结证
C.郁证心神失养证
D.郁证肾精不足证
E.郁证心脾两虚证",$E$,E,single_choice
"可用K-K反应鉴别的是 。

A.α-去氧糖
B.葡萄糖
C.L-鼠李糖
D.芸香糖
E.麦芽糖",$A$,A,single_choice
"女金丸的功能有

A.益气养血
B.理气活血
C.止痛
D.利尿
E.止带",$A$,A,single_choice
"蟾毒配基的结构为 。

A.强心甾烯
B.蟾蜍甾二烯(或海葱甾二烯)
C.三萜
D.α-羟基糖
E.α-去氧糖",$B$,B,single_choice
"虚喘的治疗尤当重视

A.治肺
B.治脾
C.治心
D.治肝
E.治肾",$E$,E,single_choice
"治疗虚劳时患者头晕眼花，心悸多梦，手足发麻，面色淡黄，爪甲色淡，舌质淡，脉细，治法宜

A.补血养肝
B.益气补虚
C.补阳温中
D.养阴生津
E.阴阳双补",$A$,A,single_choice
"气血虚弱型痛经的辨证要点是

A.经期、经后小腹冷痛，喜按，得热则舒
B.经前、经期小腹胀痛，拒按，胸胁乳房胀痛
C.经前、经期小腹冷痛，得热则减，按之痛甚
D.经期、经后小腹隐隐作痛喜按，面色无华，神疲乏力
E.经后小腹绵绵作病，腰部酸胀",$D$,D,single_choice
